row ID,row m/z,row retention time,7p.mzML Peak area,4p.mzML Peak area,6p.mzML Peak area,1p.mzML Peak area,9p.mzML Peak area,3p.mzML Peak area,2p.mzML Peak area,5p.mzML Peak area,12p.mzML Peak area,11p.mzML Peak area,13p.mzML Peak area,8p.mzML Peak area,15p.mzML Peak area,10p.mzML Peak area,14p.mzML Peak area
1,161.0296748,0.64100826,8929.865,8508.468,0,3352.1228,7058.0913,11565.516,0,12033.47,7422.8423,0,11695.328,7121.122,12799.491,8121.3423,16417.162
2,281.1831564,0.7617968,0,18369.566,0,0,0,13969.468,21446.826,104357.69,0,0,105117.914,0,54323.6,125841.836,0
3,309.1664626,0.66785926,13736.642,1747.5594,0,4125.6973,6389.882,0,0,0,0,0,5973.2627,0,0,49266.945,0
4,471.2197676,0.6679955,1926.5447,0,0,0,0,0,0,0,0,0,0,0,0,42286.695,0
5,300.1371781,0.79855376,30707.8,20719.154,0,5699.6206,34872.867,12701.704,78560.97,0,42700.97,0,0,22251.97,54238.4,28470.564,0
6,480.1834474,0.6703317,0,0,0,0,0,0,0,0,0,0,0,0,0,28285.559,0
7,666.2471349,0.68235904,0,0,0,0,0,0,3328.9897,0,0,0,0,0,1933.03,56201.39,1978.5879
8,300.1346304,0.7773087,32293.613,20719.154,0,0,40768.816,13777.947,95147.66,0,44170.695,0,0,22251.97,54468.477,31047.928,0
9,180.0868825,0.6770588,4286.4824,0,0,0,8054.8247,0,0,0,19303.271,12461.07,24132.748,13928.375,23223.31,18969.87,18412.537
10,162.0763049,0.7131071,0,13353.179,0,12663.379,6790.2373,13898.906,17767.428,16974.139,8896.912,3631.6155,13772.628,0,14685.092,102470.586,8884.586
11,319.1637975,0.7147699,15394.017,0,0,0,5812.9424,0,8726.011,0,0,0,0,0,0,25981.906,0
12,318.131853,0.6964631,11054.803,0,0,0,3757.6182,0,10085.011,0,0,0,0,0,5167.2764,153656.92,0
13,342.1402121,0.6802619,37249.434,13054.3955,3719.397,14342.151,14394.719,14258.064,13782.213,19606.367,35913.957,21678.94,55505.586,14973.23,51995.24,2495935.5,36154.805
14,324.1290615,0.7065355,6122.007,0,0,0,0,0,6819.804,0,0,2558.6602,0,0,5590.0503,237703.27,0
15,254.1218881,0.68802357,10828.174,0,0,0,0,0,0,0,0,0,0,0,0,120974.49,0
16,288.1161282,0.74432635,0,0,0,0,0,0,38236.93,0,0,6127.002,0,0,0,102687.65,0
17,306.1192781,0.68694985,0,0,0,0,0,0,0,0,0,0,0,0,0,272547.3,0
18,309.1664086,0.66922754,13736.642,1747.5594,0,4125.6973,6389.882,0,0,0,0,0,0,0,0,29429.969,0
19,343.1464722,0.715481,7760.541,0,0,0,4612.3496,0,16485.84,0,1892.6768,0,19139.977,0,4237.3633,336433.38,1950.0776
20,486.1830103,0.73013955,0,0,0,0,0,0,0,0,0,0,0,0,0,49369.047,1552.9912
21,504.1936657,0.6781742,30961.057,0,0,0,8804.78,0,0,0,3661.043,3778.143,1958.9395,0,3596.1128,405859.12,3535.2266
22,220.1115203,0.72888035,12966.377,6185.0513,6979.911,9591.022,20031.191,6765.156,9030.33,0,8450.338,12378.925,12716.739,20234.664,0,78982.39,0
23,364.1226062,0.6853016,0,0,0,0,0,0,0,0,4206.8643,0,7931.0957,0,6153.639,212673.73,3646.1416
24,236.08005,0.6884993,171367.17,124614.7,106329.45,222505.42,257717.42,128716.516,261953.1,127974.14,89782.64,86760.914,82207.16,278177.75,81936.66,27145.668,74780.38
25,154.133965,0.6889799,90244.93,51928.06,45845.043,107031.96,140855.7,60420.465,114850.59,66443.1,31149.867,34845.098,27073.012,161504.38,29928.834,29101.611,30019.94
26,199.117232,0.74219817,18265.066,8873.446,0,22716.35,25905.408,12019.115,22086.422,11647.609,15985.06,14014.167,15823.647,33933.82,8841.744,12275.195,0
27,266.1601807,0.6893215,17155.92,14373.455,0,22279.73,16244.2705,15846.887,26076.992,12182.619,7113.5586,0,0,19372.08,8154.3057,31962.238,7365.3726
28,198.1240725,0.6895177,208132.8,122648.87,108329.22,225218.08,311483.38,138283.47,247915.31,136618.53,75938.125,81157.61,63106.973,339685.22,72306.67,64230.504,72571.6
29,337.1700648,0.69909596,19180.621,0,0,0,0,0,0,0,0,0,0,0,0,121416.36,0
30,308.1422245,0.76755905,22852.688,85510.66,232464.64,78201.836,16605.424,40715.098,153985.06,306604.28,45558.805,237342.2,723197.75,0,119984.7,37417.57,0
31,504.1936535,0.6826009,27198.557,0,0,0,8804.78,0,0,0,3661.043,3778.143,1958.9395,0,3596.1128,79070.22,3535.2266
32,175.1186306,0.69596624,0,28356.773,0,45397.387,0,27709.602,30762.244,28656.754,9725.688,0,19187.395,22498.102,29559.227,19133.504,16094.83
33,443.2242273,0.7064726,0,0,0,0,0,0,0,0,0,0,0,0,0,107511.82,0
34,380.0961424,0.7003931,9463.842,3342.4243,0,2829.3984,5218.8267,3746.061,4910.471,5576.914,10594.584,4478.2886,17779.42,2558.357,14325.76,154557.64,8830.502
35,406.165057,0.7155722,0,0,0,0,0,0,0,0,1771.1599,11503.619,4232.493,0,12280.99,0,8332.612
36,206.1031603,0.71327406,20482.906,0,0,0,7141.3296,0,0,0,0,0,0,0,0,54556.83,0
37,705.1867952,0.72284067,107923.46,87731.61,62255.555,212677.48,82048.81,113092.08,178840.02,96966.664,63532.297,35008.83,92020.22,120182.86,62422.867,23570.244,59677.79
38,544.1366305,0.7307452,110369.58,105850.26,183125.98,203575.78,133857.17,131063.07,239772.75,114629.45,132978.88,94335.9,141108.78,157644.2,131940.42,34477.02,129630.3
39,266.1241099,0.72932035,73202.56,0,0,0,23936.543,0,0,0,0,0,0,0,0,369601.72,0
40,297.0831358,0.5813769,106378.36,105107.19,107517.195,100464.78,17433.217,100429.4,101692.56,49667.89,23382.018,102755.26,20144.48,30851.027,88315.52,130472.39,111818.64
41,543.1336348,0.7302134,516965.34,459599.06,886556.8,1003957.3,647110.6,572819.75,1196775.5,583437.25,648327.9,450594.22,693054.4,789332.06,664766.2,170720.56,645885.9
42,250.0933395,0.74609244,12109.672,0,0,14160.256,11496.363,12074.002,21361.31,19106.95,9706.504,9198.1455,8203.83,0,13738.377,72135.48,13149.376
43,259.0941062,0.76951635,0,0,0,0,0,0,6507.755,0,11376.075,0,0,3392.44,17845.88,24232.777,0
44,229.1293234,0.7286857,20636.516,19047.38,0,20813.281,19502.89,18090.055,36794.12,0,5865.324,0,0,22364.451,16041.254,14050.733,11035.258
45,371.1019999,0.6627904,77460.52,28396.762,18635.29,89387.375,18823.59,16275.879,74023.09,30184.812,76246.05,74671.984,18611.936,30429.59,65964.07,71890.09,27095.836
46,258.1100884,0.74097043,0,0,0,6848.462,5621.163,0,0,0,0,0,0,0,0,304705.22,0
47,223.0640547,0.70858395,109656.48,45977.133,28131.695,37017.773,20959.76,32637.176,106692.22,109425.25,109836.19,106724.85,108331.125,0,106590.57,44974.055,115972.35
48,234.0978082,0.7390283,38589.285,8490.283,0,9592.76,22076.727,8527.184,11735.794,7242.341,6882.118,10159.364,7802.08,8495.182,8797.193,1782144.4,8359.697
49,381.0805526,0.74466085,36847.426,260945.28,422418.72,18472.727,510202.78,330502.62,808023.06,416709.56,229675.66,255668.14,284553.8,362052.3,333217.38,123154.984,274420.7
50,189.123763,0.7358563,193954.53,76806.664,145529.9,85073.31,278488.56,92749.22,115279.99,111148.086,63081.305,48329.484,77362.945,360788.12,80762.6,203227.97,107611.01
51,252.1087764,0.74489164,6728.689,0,2501.88,9746.537,3962.3035,0,8969.934,20331.68,0,0,0,0,6053.4736,206486.83,0
52,472.1856356,0.7517657,72076.766,88212.52,18366.645,77930.38,102558.055,49582.98,87599.945,162246.89,70107.53,60118.875,65695.84,100669.8,86114.97,29592.135,82351.4
53,506.2002272,0.76039886,0,0,0,0,0,0,0,0,0,0,0,0,0,66537.984,0
54,264.10911,0.7500899,20456.217,0,0,0,16051.975,0,5297.821,7080.2437,0,0,0,0,0,132052.06,0
55,328.1072529,0.7505845,7734.7725,0,0,0,0,0,4698,7548.2793,0,0,0,0,0,108738.8,0
56,189.1237867,0.7396393,193954.53,76806.664,145529.9,81316.09,15998.038,92749.22,116161.555,93508.96,63081.305,48329.484,77362.945,360788.12,80762.6,203227.97,104667.28
57,292.103344,0.7461501,248128.4,7301.6543,0,8833.281,104204.39,5415.631,14545.441,11216.396,0,15616.479,0,0,8936.705,237715.33,7272.719
58,473.1993232,0.7517657,171127.05,502794.44,53034.586,457823.5,363966.34,506399.75,681472.25,646500.2,369115.47,355717.47,384652.3,378197.06,554526,9063.805,518355.38
59,166.0689535,0.7732292,0,12329.335,0,17007.2,11312.503,14482.283,25479.898,36693.418,0,0,0,13762.384,15889.844,0,0
60,365.1063364,0.74767584,287555.22,180410.86,267613.16,213257.8,258351.31,199378.12,253599.56,215575.47,155406.6,226191.88,105915.36,57580.445,188247.33,244246.33,179077.02
61,248.1162136,0.7520326,28079.775,0,0,0,0,0,10435.8545,0,0,0,0,0,7073.609,344983.28,0
62,281.0562237,0.7843571,47133.75,43909.703,15169.023,11147.678,16452.6,28035.523,12179.291,24951.174,27727.387,14043.57,12369.635,27294.172,18944.924,37050.54,47122.117
63,355.0707339,0.91943187,29806.914,35335.516,51243.395,31061.854,15295.484,32543.87,30829.314,32326.94,35774.47,29101.654,33815.24,0,50464.598,66709.92,23803.266
64,325.1138518,0.75097466,84611.19,35148.824,60219.285,31897.227,51972.332,37307.293,26119.344,26846.268,79951.73,31963.85,55542.64,24196.389,53067.02,152127.81,70825.875
65,278.1606751,0.77054,0,0,0,0,0,0,0,0,0,0,0,0,0,1287667.5,0
66,287.125498,0.77516687,22776.348,5733.867,0,0,125801.5,0,116508.99,0,0,17323.34,0,10355.564,0,126931.664,58120.344
67,309.1382688,0.7532893,17121.365,0,0,0,5548.5913,0,5559.129,0,0,0,0,0,0,51388.504,0
68,333.1663105,0.75078547,6172.289,0,0,0,4073.0254,0,0,0,0,0,0,0,0,68886.484,0
69,424.1819964,0.7668578,0,0,0,0,0,0,0,0,0,0,0,0,0,141938.4,0
70,442.1924888,0.7668578,0,0,0,0,0,0,0,0,0,0,0,0,0,198742.89,0
71,576.211754,0.7668578,0,0,0,0,0,0,0,0,0,0,0,0,0,75699.055,0
72,354.1182757,0.80117744,107766.734,31365.576,0,0,52753.504,22130.375,399833.72,0,104938.46,0,73065.484,96649.52,126228.21,10822.057,37673.67
73,338.1461199,0.88660717,151219.27,272668.06,0,198085.69,255351.58,288018.34,111160.24,254970.16,385090.78,412005.72,0,378706.28,505614.22,572952.5,336294.9
74,414.1581977,0.7700458,0,0,135170.95,0,0,0,48841.56,0,0,0,191909.27,8509.958,42404.6,148579.47,35380.5
75,248.1161247,0.7578588,40073.59,0,0,0,0,0,10435.8545,0,0,0,0,0,7073.609,112041.414,0
76,268.1047285,0.77832437,29006.188,74557,0,168291.83,96072.4,53190.03,204488.64,429898,25770.154,69253.164,79125.7,29808.611,119911,0,64039.543
77,188.0921271,0.78965,14705.271,28943.941,0,26100.754,0,0,47924.367,309862.06,37087.785,134487.75,0,23518.209,123076.1,112011.76,0
78,216.0873077,0.75181204,0,0,0,0,0,0,0,0,0,0,0,0,0,86628.07,0
79,243.1348961,0.77394205,0,23071.639,37331.55,16675.627,44392.81,21565.26,57031.895,226341.23,18831.014,33184.586,192002.42,0,125328.57,62017.668,173585.62
80,652.2313462,0.76084054,245836.22,53611.004,100783.57,387089.78,40308.246,398847.84,358901.1,49908.28,521747.56,439158.8,601320.75,367555.75,657939.94,54320.06,537773.1
81,156.1385623,0.77378416,0,0,0,0,0,0,12165.129,0,0,0,0,0,0,116544.26,0
82,194.1178699,0.7865549,0,0,0,0,0,0,0,0,0,0,0,0,0,43876.145,0
83,231.1420848,0.7825849,11967.499,0,153836.06,0,14251.484,0,125312.984,0,0,0,33747.766,4340.0254,6963.0605,58629.332,0
84,294.1104959,0.7461419,0,0,0,4222.996,0,0,0,6854.9355,0,0,0,0,9626.18,65754.25,0
85,303.1919985,0.7865549,0,0,0,0,0,0,0,0,0,0,0,0,0,70078.49,0
86,318.1318179,0.70558333,11054.803,0,0,0,3757.6182,0,10085.011,0,0,0,0,0,5167.2764,14267.68,0
87,328.1421216,0.78082556,0,0,0,0,0,0,4904.399,0,0,0,0,0,0,165495.45,0
88,388.6674193,0.7789741,8297.016,0,0,0,10782.354,0,6079.6323,0,0,0,0,0,0,129514.59,0
89,438.1989171,0.7865549,0,0,0,0,0,0,0,0,0,0,0,0,0,33937.863,0
90,456.2090883,0.77588415,0,0,0,0,0,0,0,0,0,0,0,0,0,60105.5,0
91,276.1459264,0.77903956,0,0,0,0,0,0,14031.024,0,0,0,0,0,0,733061.06,0
92,294.1532899,0.7765306,0,0,0,0,15755.563,0,21731.73,0,0,8902.834,0,0,0,476500.75,8259.225
93,776.3283633,0.7778447,0,0,0,0,0,0,9684.557,0,0,0,0,0,0,660836.56,0
94,472.1923212,0.76218814,142711.39,263727.66,39843.027,318093.56,208905.67,290468.72,93123.02,334246.84,271942.56,249001.22,246318.2,214213.88,358506.72,0,343441.88
95,600.2593422,0.7793165,1264004,104924.84,1054434.9,74852.586,263866.1,340171.84,184070.69,818036.3,35583.39,237813.1,1690689.9,77551.2,341454.34,278026.5,382873.22
96,307.6407557,0.7786621,55456.746,268544.8,699836.75,244921.31,150527.98,142164.58,505213.22,1243839.2,159967.61,750326.7,2242997.8,94988.71,448349.97,102979.59,0
97,155.0817786,0.7867184,0,0,20882.607,6485.7734,0,8573.95,13365.334,0,0,0,11232.051,0,7023.3184,10194.836,0
98,303.0509557,0.7894315,26632.672,12460.818,21238.107,8616.26,17804.92,0,30781.861,27835.14,5111.76,11962.774,20041.725,18566.463,14250.22,0,18973.918
99,282.112746,0.78313863,15616.082,20449.213,0,10395.301,24893.654,14898.189,96413.305,75726.914,46143.824,0,58682.27,23126.855,55204.348,85761.67,21796.834
100,615.2756972,0.7793165,1487196.9,489113.7,1251085.9,349683,312877.75,1622506.9,710166.1,3346869.2,145632.22,1029083.2,6538567,86223.266,1283191.5,445873.75,1509823.6
101,325.1138143,0.7651483,34899.5,35148.824,62387.047,31897.227,51972.332,37307.293,26119.344,26846.268,25695.879,73043.766,28424.094,24196.389,40513.26,119242.96,70825.875
102,298.1511378,0.79898804,8764.174,0,0,0,9870.317,0,33507.285,0,11644.674,0,0,6262.291,15393.85,13374.121,0
103,280.1394991,0.82779807,30907.434,0,0,0,9538.796,0,0,0,0,0,6453.194,0,9867.58,757316.94,0
104,527.1594827,0.78258103,39593.977,20495.736,62362.99,199993.52,26233.352,179299.98,218184.89,143045.2,46821.61,37165.434,45338.7,210305.08,183176.11,173068.39,200068.97
105,247.1295722,0.8145862,0,0,0,27008.652,11321.715,6390.365,74024.53,116086.516,12549.277,72672.484,119528.96,5735.9375,87809.51,9174.589,64979.145
106,220.0823467,0.7679689,13916.664,0,52147.062,0,5971.966,0,0,2415.4863,6876.0205,4985.8906,0,0,0,70818.46,0
107,261.1452696,0.80003065,21504.707,73025.836,88912.484,72453.26,30824.395,21031.79,121769.445,0,53631.98,73968.21,118268.914,12327.723,200100.36,29667.398,0
108,174.0763531,0.77673244,12303.137,6537.339,10478.258,9940.069,0,6154.9287,14021.314,26082.074,71200.81,40008.1,75434.97,7065.086,115530.98,9309.787,42539.266
109,279.0985204,0.81294996,0,0,0,0,0,0,0,0,82251.31,0,124833.3,0,66149.32,0,0
110,246.1340433,0.9096888,13552.15,18882.898,0,0,0,11285.198,0,165384.44,21427.395,78849.28,0,24216.31,66704.445,57671.7,15546.712
111,310.1159507,0.77798826,93263.9,6087.8945,0,7677.712,40506.9,4515.2695,10866.298,11161.971,0,16512.645,0,3743.8113,6719.51,478825.8,6276.8457
112,310.116174,0.76097834,221563.28,6087.8945,0,7677.712,91281.47,4515.2695,10866.298,11161.971,0,16512.645,0,3743.8113,6719.51,0,6276.8457
113,472.1923498,0.80655843,142711.39,55756.543,39843.027,371044.06,43784.266,67045.195,413386.72,82808.79,34355.035,43217.953,43067.086,54182.48,84110.79,0,54647.617
114,227.1032809,0.85834783,0,14614.543,0,13688.943,0,5337.347,39183.87,43010.55,4028.5908,0,25738.451,4863.8755,4866.2725,9311.445,0
115,258.1100865,0.7584851,0,0,0,6848.462,5621.163,0,0,0,0,0,0,0,0,74633.4,0
116,169.0974353,0.8089726,5278.022,5002.0967,18635.219,0,10535.411,9076.29,10648.644,0,0,12430.67,0,0,0,4745.3594,0
117,652.2315697,0.7986324,44143.965,456003.7,100783.57,42490.344,284974.1,51467.188,58995.395,381416.2,75366.35,69756.61,116774.78,48066.582,155398.25,54320.06,88318.03
118,613.2426351,0.8146082,0,0,0,0,0,0,0,0,54137.96,54177.617,31493.445,11487.235,7678.649,0,14100.561
119,381.080569,0.7565005,520295.5,309013.12,427592.44,564654.2,24913.674,375923.22,21560.496,499463.66,242658.62,21603.723,23267.342,362052.3,49699.97,130565.83,277047.62
120,514.174068,0.785507,0,0,68515.55,0,0,0,15668.961,0,24360.283,63203.125,0,0,55409.004,0,56091.785
121,362.0979478,0.75009006,19839.123,13219.497,13181.511,11622.372,13730.861,13112.5,10451.289,11804.992,12203.711,19880.766,14404.103,10713.287,27348.445,27592.777,13846.576
122,543.1337888,0.76513743,516965.34,508524.16,35071.633,16867.348,663639.25,613786,1185642.2,583437.25,664698.25,469415.53,31269.06,21109.967,681467.44,170720.56,661303.9
123,264.1090149,0.7770472,20456.217,0,0,0,16051.975,0,5297.821,7080.2437,0,0,0,0,0,56550.414,0
124,280.1395064,0.82949716,30907.434,0,0,0,10937.653,0,0,0,0,0,6453.194,0,9867.58,746067.9,0
125,473.199706,0.8109653,34868.535,93838.82,53034.586,532236.3,77546.18,97048.59,137554.48,150665.83,60821.113,82978.125,71648.56,83658.34,155520.81,9063.805,92799.55
126,159.0765672,0.7406302,78853.85,19780.105,15877.094,19829.422,68642.13,20203.047,18916.816,20328.053,14794.061,11612.271,17924.38,53551.355,19473.959,53208.156,18209.697
127,278.1240391,0.7807737,8927.656,0,0,0,0,0,0,0,0,0,0,0,0,30224.496,0
128,318.0896876,0.8255094,0,0,16910.465,0,0,0,0,4745.5015,0,0,0,0,8448.294,35304.004,0
129,320.1466163,0.74762005,27312.33,0,0,0,11365.831,0,0,0,0,0,0,0,0,70772.35,0
130,337.1700756,0.7114236,19180.621,0,0,0,0,0,0,0,0,0,0,0,0,20953.357,0
131,342.1402179,0.68687564,27660.719,13054.3955,3719.397,14342.151,16087.297,15906.634,15638.851,20699.584,37915.812,23078.791,57784.156,14973.23,56319.21,261837.92,39567.305
132,353.1563667,0.76110375,19457.447,0,0,0,11160.632,0,0,0,0,0,0,0,0,23801.732,0
133,396.1644954,0.76039916,0,0,0,0,30030.61,0,22780.996,21676.38,0,0,0,0,0,25381.598,0
134,432.1723681,0.7485382,23773.604,17345.59,10312.465,22280.072,17472.816,20149.988,17209.43,15089.301,0,0,25308.518,10946.881,18424.336,52778.29,16057.532
135,439.1433194,0.74715346,17558.525,0,23378.492,9329.1,10330.815,7046.5547,7199.7803,0,0,0,0,11880.099,0,53221.42,0
136,486.1830633,0.7579172,0,0,0,0,0,0,0,0,0,0,0,0,0,31058.748,1552.9912
137,188.0920896,0.9198792,24022.91,32491.428,0,22783.45,50415.387,23138.213,63723.375,309862.06,58462.258,134487.75,0,42411.406,98387.17,100551.266,68355.02
138,328.107483,0.83709943,7734.7725,0,0,0,0,0,4698,7548.2793,0,2841.7214,3209.0132,8580.089,0,108738.8,3122.5244
139,360.1511279,0.7756978,35550.188,18146.57,28338.873,17072.268,23487.193,20911.152,15500.191,22336.236,36328.383,46486.79,33539.203,16327.736,50271.285,61885.11,24685.357
140,395.1670073,0.8234222,0,0,34834.812,0,153461.23,80645.19,108418.055,146418.17,53224.535,0,69698.26,136948.6,131696.6,0,59809.3
141,377.1565048,0.8225465,48450.906,55428.96,9394.619,55467.85,82376.66,82644.82,60651.355,84202.55,32062.32,36384.004,36808.176,105978.086,48226.375,0,61835.73
142,365.1062807,0.8213204,173098.5,86783.85,112266.87,69938.83,94696.16,87484.17,90958.52,88129.82,95920.98,138409.7,186770.69,179367.69,172880.86,364450.1,132990.7
143,234.0978185,0.76615846,38589.285,8490.283,0,9592.76,22076.727,8527.184,11735.794,7242.341,6882.118,10159.364,7802.08,8495.182,8797.193,591546.1,8359.697
144,171.0709397,0.8856694,63441.434,39506.617,0,51827.008,53429.31,60887.805,44991.7,0,86991.33,0,0,54259.418,142838.44,45497.277,61209.03
145,292.1034008,0.7850572,114577.44,7301.6543,0,8833.281,52418.86,5415.631,14545.441,11216.396,0,15616.479,0,0,8936.705,179959.11,7272.719
146,271.1403835,0.92787385,30966.248,25287.543,0,66178.695,59627.453,66067.734,44326.19,35394.188,50321.062,69477.78,0,76355.42,39444.387,19804.914,51241.43
147,237.0698755,0.782607,18840.309,9757.473,28320.244,12699.586,21295.371,6860.5884,14217.585,12831.59,14690.68,21308.096,17669.748,26157.492,26032.072,36018.41,15810.966
148,614.2747139,0.79308456,4670191.5,1552759,3753551.5,1032030.6,15717.063,5156732.5,62921.902,1.05E+07,533860.06,3303576.5,2.01E+07,285482.1,4190534.2,1384779.1,4877850.5
149,316.1624169,0.80253947,501692.97,320898.34,0,0,583105.2,239732.22,1327657.5,0,674194.56,0,0,367357.22,933474.75,303060.8,403337.38
150,312.1382868,0.8264009,0,0,0,0,6785.596,0,24903.871,18265.732,0,0,0,3917.7903,8360.841,37467.652,0
151,286.1227296,0.8044022,0,36702.797,0,110238.62,812586.4,14881.885,920816.6,209315.83,338675.03,141495.52,0,115292.31,0,516604.66,407693.34
152,262.1311528,0.8527244,36865.094,0,0,0,36870.645,3126.2444,23614.033,0,0,10631.626,0,4138.046,20114.592,1216374.5,0
153,235.1655105,0.757021,189466.06,0,280591.7,306815.56,302525.03,261859.38,439267.84,292225.28,266060.03,200608.88,241995.67,271739.25,183184.03,194525.88,229263
154,527.1594294,0.73624647,167146.72,150552.23,301254.75,199993.52,196648.08,179299.98,218184.89,143045.2,216583.61,202437.34,215809.62,210305.08,189057.36,182116.33,205290.98
155,282.1125287,0.81901956,30144.85,20449.213,0,10395.301,40303.02,14898.189,27193.709,34596.926,48267.883,0,30030.14,23126.855,50423.08,34986.316,11514.199
156,199.0640542,0.80887413,0,125579.195,0,70115.164,0,73141.92,293518.94,0,572001.4,113472.664,0,76241.625,0,0,93789.28
157,274.0915306,0.8496073,27927.969,0,0,0,0,0,0,0,0,0,0,0,0,51425.61,0
158,277.0914964,0.799949,52351.277,0,36062.15,16168.1045,34566.28,0,12040.525,0,0,0,21407.66,0,0,268479.56,0
159,152.0595378,0.9488977,16650.123,60152.008,0,25557.777,28880.768,49345.855,11387.824,0,12026.09,0,0,41524.105,13556.276,18867.86,13749.369
160,263.1314861,0.8263058,0,0,0,0,0,0,7951.38,0,0,0,0,0,0,141173.45,4225.612
161,370.0824123,0.91192746,11625.414,10005.985,7963.9585,2295.7983,16247.029,5602.953,12938.959,6998.692,14883.192,9080.68,11074.499,6350.0806,6996.6543,10027.994,11869.082
162,349.1616077,0.80077493,0,17433.445,0,23288.064,0,0,56633.816,0,0,0,0,15979.7295,0,46914.637,0
163,252.10893,0.8376538,6728.689,27401.396,2501.88,49119.867,3962.3035,22978.094,10976.511,20331.68,0,0,0,6035.084,6053.4736,71855.42,0
164,205.9876735,1.0145527,13912.847,0,5266.0195,8636.469,11783.816,5637.7637,7284.978,3251.3584,8770.157,8866.302,6166.4136,7916.309,0,23677.932,5378.3677
165,339.1484296,0.9696011,61816.582,16835.09,0,15687.482,39235.055,28886.86,14042.091,38341.805,38799.5,43950.273,0,14446.345,43125.965,74531.5,40508.86
166,171.0654026,0.8981115,29001.81,49554.344,67901.99,53969.9,109125.44,72358.63,41697.73,0,48067.227,56818.93,49022.973,55090.742,131947.6,35413.27,76772.914
167,209.0604562,0.890936,49884.39,66912.875,86341.83,64952.367,59129.29,61862.797,67065.57,66117.14,60825.242,55481.008,57709.14,65535.375,46023.53,31765.752,47190.23
168,653.2998587,1.002292,27292.27,6007.8438,0,5667.2544,20764.865,8908.49,9838.434,20538.469,23663.79,12029.693,0,0,25639.08,0,15258.977
169,154.050021,1.021923,43177.98,50227.09,7156.8354,33811.19,100750.3,44094.066,83369.83,46753.656,114143.984,55805.707,53410.27,94861.695,52295.332,15885.996,32669.709
170,268.1045822,0.92011595,26616.025,495715.7,204716.16,124327.42,315727.6,470168.34,79571.93,107217.875,23231.285,97817.52,87592.16,78934.62,193167.86,46787.527,35007.207
171,344.136995,0.9304149,13686.1,0,42496.76,0,0,0,0,0,0,0,0,0,0,183931.81,0
172,338.144967,0.91717577,416656.75,232464.81,169052.81,171145.27,339090.72,300024.84,119567.11,309787.44,413210.28,314592,254235.84,245139.75,343322.72,572952.5,336294.9
173,212.0530772,1.0119866,9937.64,0,7368.548,0,8733.098,0,0,0,0,0,0,7957.856,0,35026.434,0
174,478.063512,0.9406683,74655.195,61310.027,18936.666,86562.75,62859.68,93632.94,103406.99,90992.49,96593.42,36804.453,219219.17,86705.305,155931.77,0,80489.46
175,354.1182722,0.8538941,107766.734,36646.695,12121.232,0,52753.504,22130.375,399833.72,0,21923.092,0,89333.664,21825.7,126228.21,10822.057,72597.414
176,530.9750278,0.9504404,9997.052,5521.002,0,16396.75,0,14179.935,15148.704,8609.551,16192.114,5527.127,33585.734,9601.741,18225.186,0,9812.672
177,281.1831327,0.7966403,0,18369.566,0,0,0,13969.468,21446.826,104357.69,0,0,105117.914,0,54323.6,67371.76,0
178,324.0599829,0.9416232,9069.956,4905.71,0,19354.791,0,17097.516,0,0,0,0,41133.965,17059.955,23301.988,0,8628.484
179,381.1877683,0.9435066,21664.43,0,0,0,9394.892,0,0,0,0,0,0,0,0,1059354.6,0
180,354.1179828,0.91999733,24863.824,12802.095,31323.479,12608.349,17094.297,79102.11,21699.576,110967.53,98409.4,8628.221,18553.215,90899.43,33930.01,10822.057,37198.375
181,326.1213536,0.8787112,12916.824,4020.7163,6498.599,0,0,0,0,0,9285.544,7950.9287,0,0,6297.2,164072.75,11690.49
182,478.0635142,0.94792527,73576.05,59624.43,18936.666,84021.94,60599.715,92189.54,99694.445,88243.62,83661.78,35073.094,39562.76,84337.49,149161.02,0,78365.98
183,299.1356834,0.86012584,65917.27,165085.38,0,0,340602.44,122959.97,683801.2,0,79873.15,0,0,200969.38,73548.164,165885.33,74256
184,205.9876542,1.024136,13912.847,0,11294.528,6521.9976,11783.816,0,7832.7456,3251.3584,10559.803,19034.219,9131.866,12268.074,0,23677.932,5378.3677
185,348.071331,0.9706088,42871.625,23970.217,0,38247.46,49604.26,34143.76,55670.51,36099.22,32456.955,39848.16,80693.1,57792.46,86098.07,0,48040.43
186,299.1355508,0.9450723,273720.12,165085.38,54524.266,32662.252,90892.2,122959.97,67822.26,69842.45,381405.28,40169.633,53746.45,51038.82,396675.06,13271.834,208464.3
187,653.2997394,1.0016124,11234.204,6007.8438,0,5667.2544,20279.525,8908.49,9838.434,19394.324,27640.312,8263.779,0,0,25639.08,0,27028.72
188,163.9768473,0.9829169,17794.57,15446.117,34532.293,26020.092,21020.295,19160.098,23605.766,17693.197,28298.828,24852.246,22359.172,23794.357,12664.845,13078.288,19490.584
189,177.9925673,0.98284596,34144.32,59825.39,121731.805,86793.57,74198.12,68417.65,79690.9,68480.33,54174.19,77848.41,80746.27,85945.04,48116.492,39638.836,68331.664
190,268.1046696,1.0242895,120024.28,132783.97,215681.08,767625.25,318460.12,531478.8,531040.6,544263,106121.14,97817.52,87592.16,404101.8,195482.38,46787.527,207267.23
191,338.1443739,1.0058534,291754.72,155389.67,144498.3,124813.836,386500.66,147685.94,230181.69,290464,294230.62,264032.9,231169.1,197618.62,321058.72,152023.42,326983.1
