row ID,row m/z,row retention time,7p.mzML Peak area,4p.mzML Peak area,6p.mzML Peak area,1p.mzML Peak area,9p.mzML Peak area,3p.mzML Peak area,2p.mzML Peak area,5p.mzML Peak area,12p.mzML Peak area,11p.mzML Peak area,13p.mzML Peak area,8p.mzML Peak area,15p.mzML Peak area,10p.mzML Peak area,14p.mzML Peak area
3120,938.4638872,11.817439,0,0,0,0,0,0,0,0,0,0,0,0,0,31021.229,0
3121,795.3369354,11.94219,0,0,8156.846,0,0,0,0,0,9710.197,5144.8467,9142.596,0,3051.7793,2409.4033,1829.7324
3122,275.2777942,11.84432,6307.1953,17105.37,28077.457,6051.316,6915.8223,33791.285,38001.95,18119.184,35278.406,34102.797,34033.81,20364.816,10218.481,13601.045,33645.887
3123,274.2744514,11.8393755,229864.78,150590.55,296782.78,101032.85,309039.78,236404.48,91665.86,173093.34,252563.17,193006.14,378258.06,317302.44,325235.56,368111.84,299356.06
3124,369.1709572,11.943115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,755.4331753,12.041691,0,0,11057.221,0,137006.17,118221.86,108461.83,0,21882.33,26764.75,21385.033,73388.336,38771.36,122216.305,112366.56
3126,451.7367034,11.749703,2723.6995,0,0,0,0,0,0,0,0,0,0,0,0,44493.29,0
3127,405.7315539,11.74592,0,56193.04,0,51149.348,5835.361,99675.766,18978.715,27832.918,4444.008,0,35680.44,5179.871,31083.81,0,34442.652
3128,812.4713545,11.886182,0,8630.075,0,0,2560.7944,12466.308,6351.197,43318.766,0,0,0,0,5950.0723,0,6700.1704
3129,425.1368676,11.9420395,16744.395,5153.6074,42830.16,12216.24,6655.3574,6205.017,5120.293,2678.2402,15559.62,52953.883,47521.1,12317.712,21922.703,12675.201,12642.937
3130,409.1629078,11.959025,92353.37,43758.89,328380.53,177585.23,88505.5,96033.25,106932.66,123828.414,346511.8,130665.586,223932.45,147393.72,101515.836,144174.05,125925.51
3131,752.4270269,11.908892,40260.8,21070.652,0,0,10428.562,16409.479,28341.848,25786.174,0,0,0,61359.83,5363.5073,66832.586,14890.206
3132,267.1230542,11.955496,1756.835,0,6893.784,2208.0918,1959.0029,4100.0977,1919.891,5221.0103,6662.855,7109.407,6551.2627,4369.704,1770.6221,3956.066,2882.7017
3133,293.2115253,11.929665,30317.252,3878.088,10613.756,0,7224.048,3349.2598,6777.049,10433.54,3357.5764,3506.4648,0,7895.8086,3720.561,12490.34,8940.703
3134,388.1840252,11.963639,47385.08,32524.865,45069.18,24692.04,37737.38,29843.064,13171.146,34755.19,57938.89,28391.086,68504.5,53909.637,21985.525,47047.508,22701.037
3135,405.731807,11.825296,0,66540.73,0,29639.64,5835.361,110840.95,39763.305,113270.62,4444.008,0,33468.562,5179.871,51347.68,0,15523.43
3136,826.4875436,11.9179945,0,3823.913,0,0,6366.55,6903.036,5493.4556,8283.562,0,0,0,6836.8716,18866.615,0,22110.701
3137,449.7398748,11.767729,11211.414,0,0,0,0,0,0,0,0,0,0,0,0,131546.11,0
3138,916.4834862,11.761842,8570.442,0,0,0,3315.8296,0,0,0,0,0,0,0,0,143783.77,0
3139,795.3367483,11.934361,0,0,8156.846,0,0,0,0,0,9710.197,5144.8467,9142.596,0,3051.7793,2409.4033,1829.7324
3140,409.1629155,11.965295,92353.37,103265.13,328380.53,177585.23,88505.5,96033.25,106932.66,123828.414,346511.8,130665.586,223932.45,147393.72,101515.836,144174.05,125925.51
3141,810.4565859,11.817065,0,62327.152,2239.7812,13636.692,8031.583,170858.44,33105.83,179201.38,5313.211,3214.5115,17895.102,4517.552,37371.984,0,37325.695
3142,754.4302236,12.020055,0,375863.7,26135.387,0,464379.97,644608.75,248191.88,549787.06,45020.414,66637.7,94181.66,249515.08,88075.91,77057.2,434062.47
3143,782.4248035,11.69859,31362.732,18166.287,5656.1475,0,53037.12,15719.98,26722.898,14597.745,0,1861.8263,4335.743,57474.168,9093.998,13046.779,10413.153
3144,288.2901826,12.061388,93621.914,14774.717,25609.934,48569.246,31353.63,28343.213,34312.188,45691.203,65937.68,57303.54,35573.88,46084.105,36292.38,50315.477,46109.93
3145,432.2385926,11.942985,8772.831,3958.3489,9453.749,2620.1838,5551.1533,0,0,2917.6375,28503.592,13659.526,13000.211,13302.619,0,12836.019,11400.043
3146,387.1810065,11.957133,96594.96,122095.23,189170.9,107200.92,156333.25,130626,96081.02,148703.97,237457.03,122705.68,173202.36,285225.62,97471.94,198720.08,90439.59
3147,784.4393573,11.865638,0,0,0,0,3346.196,4102.4155,2946.5144,8280.541,0,0,0,5712.7334,0,2235.5679,0
3148,411.7500035,11.903004,0,35220.332,0,51226.832,0,18262.836,31132.91,30941.893,0,0,0,0,0,0,0
3149,740.4146307,11.933561,17543.375,80857.7,54838.543,16586.371,59377.617,104559.62,128469.13,286544.03,9696.355,4580.7046,9517.533,0,24038.975,136408.4,55623.324
3150,938.4634131,11.897365,0,0,0,0,0,0,0,0,0,0,0,0,0,14605.789,0
3151,409.1629117,11.931794,92353.37,98658.945,328380.53,76127.46,88505.5,137662.94,53890.703,123828.414,159634.61,130665.586,223932.45,147393.72,149650.27,144174.05,125925.51
3152,288.2902102,11.900189,94544.54,89869.62,145457.84,113277.484,96499.21,80701.03,70196.97,66628.92,152199.44,162346.2,122161.1,134511.2,12735.398,36905.867,45573.113
3153,812.4713973,11.889868,0,8630.075,0,0,2560.7944,12466.308,7483.739,84248.78,0,0,0,0,16507.03,0,6700.1704
3154,411.7499649,11.9085245,0,20952.31,0,60872.754,0,16986.008,31132.91,38561.31,0,0,0,0,0,0,0
3155,249.1852882,12.077762,27910.385,0,2447.8284,0,16226.85,0,0,0,0,0,0,9101.303,0,18656.29,0
3156,230.2481931,11.919029,2855.9807,0,12066.75,0,0,0,0,2919.6836,3196.543,0,1710.1315,0,0,2115.1736,0
3157,432.2386572,11.940769,8772.831,3958.3489,34143.62,2620.1838,5551.1533,0,0,2917.6375,38740.195,31748.738,33937.477,13302.619,0,12836.019,11400.043
3158,370.7108162,11.976679,65293.24,27971.559,28612.412,36222.574,31099.414,76456.586,18570.611,84581.055,0,0,3014.422,163790.89,21793.15,25058.418,11376.992
3159,411.7498933,11.913784,0,26940.02,0,23156.23,0,37793.797,31132.91,39201.848,0,0,0,0,0,0,0
3160,404.2075478,11.959974,6540.1523,4270.302,12282.427,5661.753,5669.3887,5794.9175,5065.7026,3046.8955,13546.622,10612.073,9594.278,9296.76,6784.3877,7814.236,5414.6743
3161,387.1809945,11.941492,60944.65,92678.625,189170.9,107200.92,156333.25,130626,66026.59,118148.875,122293.375,122705.68,173202.36,285225.62,125087.5,110115.055,90439.59
3162,432.2386441,11.966055,8772.831,3958.3489,9453.749,2620.1838,5551.1533,0,0,2917.6375,28503.592,13659.526,13000.211,13302.619,0,12836.019,11400.043
3163,295.2273211,11.923662,41947.15,21879.172,46345.03,9792.5,43533.6,23925.078,18195.545,19145.867,18401.053,16815.44,5588.435,84387.41,15629.805,37891.758,17693.016
3164,404.2075605,11.966458,6540.1523,4270.302,12282.427,5661.753,5669.3887,5794.9175,5065.7026,3046.8955,13546.622,10612.073,9594.278,9296.76,6784.3877,7814.236,5414.6743
3165,784.439244,11.913427,0,0,0,0,3346.196,0,2946.5144,16448.771,0,0,0,5712.7334,0,2235.5679,0
3166,796.4404013,11.766442,3802.1526,0,0,0,3861.5864,3931.084,1720.3435,24999.92,0,0,0,0,0,0,2942.7754
3167,838.4855388,11.924158,0,0,0,0,0,0,0,22484.531,0,0,0,0,0,0,0
3168,776.412148,11.986998,26544.248,22372.203,5263.1025,0,31055.99,11910.293,25390.104,30898.99,7231.869,10881.515,12764.265,19897.533,13161.2295,19524.143,51609.74
3169,290.2694672,12.0372715,12668.025,0,19252.496,8571.942,3879.471,11240.187,16720.012,12637.463,8980.846,15225.9,16022.105,5737.896,10200.542,4460.542,7449.6714
3170,410.1661145,11.954497,77044.9,28286.828,113268.68,60960.74,47380.48,21015.316,65278.188,28924.83,66498.54,29770.682,115065.74,34406.297,22760.838,34200.73,29284.236
3171,745.333528,11.932634,0,0,0,0,0,0,0,0,26613.684,36387.94,0,0,0,0,0
3172,267.123058,11.964983,1756.835,0,6893.784,2208.0918,1959.0029,4100.0977,1919.891,5221.0103,6662.855,7109.407,6551.2627,4369.704,1770.6221,3956.066,2882.7017
3173,353.2306187,11.728756,15713.676,10947.802,11301.397,0,20284.998,5828.1807,6006.6797,6080.6895,4325.1836,0,2750.9897,10306.947,3363.3772,30972.297,3360.4346
3174,288.2902346,12.040591,38079.74,33388.96,9564.057,92864.016,44522.625,31546.855,55193.613,17164.408,31264.125,65685.17,76139.56,42994.29,87313.91,72915.93,41586.023
3175,740.4147887,12.021064,70826.97,38105.203,54838.543,16217.551,163405.47,104559.62,56374.043,91393.33,9696.355,4580.7046,9517.533,59115.36,24038.975,44180.727,0
3176,404.7422916,11.951102,0,9459.673,0,30865.379,4092.2864,25508.178,24775.4,16791.486,0,0,0,2778.3877,2665.1406,0,13793.161
3177,318.3010253,12.010611,23338.494,25012.879,31166.63,4442.159,15770.518,17446.914,13956.112,15118.991,16448.24,13858.702,20495.346,6096.9185,11307.031,20176.062,19469.918
3178,776.4123617,12.047304,0,0,5263.1025,0,26723.66,27982.053,9894.654,57842.855,7231.869,10881.515,19764.22,20999.85,13161.2295,11127.27,51609.74
3179,810.4568379,11.8747425,0,26401.719,0,13053.6045,0,28842.367,24227.682,54105.195,5313.211,2086.225,14221.729,4517.552,0,0,33501.535
3180,740.4146488,11.956957,95947.96,157788.38,54838.543,29848.746,12712.496,82496.2,16879.459,48982.96,9696.355,4580.7046,28964.758,60795.684,85118.77,67386.37,41790.19
3181,419.74636,11.947196,0,0,0,0,0,0,0,28544.818,0,0,0,0,0,0,0
3182,281.1027946,11.949542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183,723.3510283,11.95633,0,0,0,0,0,0,0,0,30034.621,38459.117,0,0,0,0,1589.2949
3184,755.4329941,11.996843,0,163784.62,11057.221,272926.1,240786.05,146535.62,259070.45,241909.44,21882.33,26764.75,21385.033,322700.66,43125.223,62224.406,63376.22
3185,277.2166177,11.800164,32147.799,12028.06,27501.709,5520.877,10253.312,15040.926,20690.35,7395.284,10839.932,6237.2373,3838.1504,42138.68,8315.862,31603.1,5022.853
3186,404.7422703,11.94467,0,9459.673,0,10233.888,4092.2864,25508.178,24775.4,36333.29,0,0,0,2778.3877,2665.1406,0,13793.161
3187,281.1028217,11.965753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3188,405.7318199,11.85197,0,19078.258,0,15429.311,5835.361,103404.63,39073.438,52661.293,4444.008,0,16353.781,0,27703.807,0,29648.018
3189,754.4300498,11.983735,237682.9,426910.12,26135.387,0,464379.97,351857.28,535491.5,132294.34,45020.414,51234.113,94181.66,192253.98,472007.94,77813.445,163283.73
3190,369.1709075,11.967027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3191,425.1368808,11.974379,16744.395,5153.6074,52661.914,12216.24,6655.3574,6205.017,5120.293,2678.2402,46850.39,54073.156,63541.773,12317.712,28966.43,12675.201,12642.937
3192,376.7189964,11.999687,5929.0864,14599.458,0,15386.134,4993.1855,23607.22,19696.9,23849.443,0,0,0,18439.186,4558.0396,12411.225,13945.481
3193,388.1840564,11.975102,67800,42654.973,61831.457,89625.94,66082.26,82847.7,59559.81,44474.105,67422.81,85790.07,79331.27,73580.12,40390.86,87645.3,68536.33
3194,318.3010102,12.01137,23338.494,25012.879,31166.63,4442.159,15770.518,17446.914,13956.112,15118.991,16448.24,13858.702,20495.346,6096.9185,11307.031,20176.062,19469.918
3195,489.2288915,11.97628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,410.1660927,11.972377,42347.965,28286.828,76726.66,64025.91,21714.607,21015.316,24496.254,28924.83,119146.44,106245.01,52477.543,63754.1,79699.52,85559.26,29628.922
3197,599.2424115,11.977815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,568.3856125,12.17741,0,0,0,0,0,0,0,0,11520.598,91533.86,2672.8533,3694.7349,0,0,2949.248
3199,406.1551833,11.978238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,389.1866536,11.976653,0,0,0,0,0,0,0,0,1707.8796,0,0,0,0,0,0
3201,795.3369489,11.979157,0,0,8156.846,0,0,0,0,0,9710.197,5144.8467,9142.596,0,3051.7793,2409.4033,1829.7324
3202,377.7187931,12.068054,314717.53,806102.2,85181.62,358091.06,318129.72,992805.75,318253.8,487299.84,37960.19,87692.69,184249,99703.914,140370.8,64403.43,289095.97
3203,397.7333055,11.9829645,0,0,0,0,0,0,0,41560.684,0,0,0,0,0,0,0
3204,318.3010014,11.999942,23338.494,25012.879,49844.508,4442.159,15770.518,17446.914,42061.07,15118.991,33856.27,29843.654,38614.49,6096.9185,23654.055,31353.826,19469.918
3205,409.1629084,12.002738,336093.7,117890.13,499695.5,276036.78,271948.12,163535.1,254167.17,217211.83,346060.5,470558,500113.2,293105.8,201551.56,378652.06,296570.94
3206,741.4180394,12.018518,129409.72,14912.938,10418.792,8903.185,71681.08,79159.8,53628.76,118824.34,0,0,0,148750.64,5228.0835,44981.4,12175.422
3207,826.4875844,12.037237,0,4065.4856,0,0,19839.379,6903.036,5493.4556,0,0,1496.7947,0,9286.774,11908.908,0,13067.887
3208,568.3856358,12.1908,0,0,0,0,0,0,0,0,10931.399,86207.875,1883.1328,9570.514,0,0,2949.248
3209,752.432098,12.031178,12354.397,33500.066,0,0,38190.32,76603.086,15715.254,35244.04,0,0,0,20350.873,5363.5073,38048.035,9927.849
3210,826.487654,12.048039,0,4065.4856,0,0,6366.55,6903.036,5493.4556,0,0,1496.7947,0,8242.11,4401.196,0,22110.701
3211,387.1809383,12.028979,149007.81,180062.55,384498.06,385856.78,298724.22,372091,191039.1,193473.25,279621.34,381527.94,348083.88,333617.1,174753.03,271636.53,299663.78
3212,376.719026,12.012479,5929.0864,40876.184,0,30165.629,4993.1855,88023.48,41062.777,65503.12,0,0,0,32662.014,4558.0396,46368.2,13945.481
3213,762.3960954,12.039307,40738.883,0,0,0,7447.5767,0,0,0,0,0,0,5317.962,0,2831.9521,0
3214,412.7394391,12.127772,0,16681.355,0,15784.925,0,16075.438,32746.746,47091.117,6895.6396,12033.513,47327.156,3387.518,34625.258,0,9112.83
3215,290.2694936,12.053853,12668.025,0,19252.496,8571.942,3879.471,11240.187,23848.707,21853.33,8980.846,41505.8,16022.105,5737.896,10200.542,4460.542,7449.6714
3216,754.4301824,12.050663,409471.28,320459.62,101834.23,75843.34,840092.6,575319.5,271397.62,2539798.2,154197.2,130512.88,311746.8,513622.56,117779.695,217178.77,253925.66
3217,810.456574,12.127915,1751.7607,26401.719,0,10988.01,2949.557,86586.66,9080.877,130025.766,6834.023,2086.225,22887.355,3108.2314,11146.333,0,22859.064
3218,756.4356198,12.051001,0,153353.53,2420.9578,61754.105,77113.77,79777.016,52934.844,267545.7,0,0,4601.2656,67902.445,44159.867,81037.766,87772.99
3219,754.4303822,12.059298,0,1207028.1,157489.77,1102586.5,464379.97,374434.03,497183.25,549787.06,45020.414,66637.7,94181.66,166968.97,88075.91,560589.75,434062.47
3220,776.4123099,12.065106,37676.184,26332.564,38574.19,47436.87,72220.92,16989.297,56627.816,106359.414,27578.371,10881.515,21103.957,104787.35,82642.086,17792.18,121367.31
3221,411.7500837,11.976065,0,51746.465,0,0,0,102887.08,24669.334,56610.32,0,0,0,0,0,0,0
3222,636.3193099,12.06166,3532.4316,54262.176,0,0,10520.637,64808.156,61516.38,84777.14,0,0,0,9933.891,0,10183.631,11751.6045
3223,554.3133992,12.057968,0,31124.932,0,5893.5557,2871.259,38378.977,32028.936,53239.996,0,0,0,1792.4596,0,0,4332.4395
3224,740.4147325,12.048475,309232.56,38105.203,130380.33,16153.418,309375.97,203241.22,19405.723,65640.49,9696.355,4580.7046,9517.533,373429.4,24038.975,44180.727,0
3225,405.7314576,12.122867,0,12153.092,0,56214.992,0,54493.84,20388.092,127746.88,4700.959,1564.0798,7420.9775,1485.4213,16130.14,0,19361.389
3226,411.7498995,11.990342,0,27783.768,0,41323.625,0,22088.535,105903.27,33725.184,0,0,0,0,0,0,0
3227,334.2963385,12.080128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228,752.4340771,12.050482,6404.2827,19488.045,0,0,7954.901,48256.664,30466.363,159250.67,0,0,0,9573.322,5363.5073,19460.99,13949.34
3229,235.133241,12.068131,22746.475,0,11197.227,0,19725.586,0,0,0,0,0,0,16147.852,0,16103.335,0
3230,518.3251576,12.215715,15252.841,8475.908,16544.219,32977.43,17125.135,8954.465,11987.234,18556.959,4011.3652,9785.731,2682.6436,12740.92,13717.715,0,12294.92
3231,766.4293682,12.186066,12575.235,5303.659,0,3379.1511,11941.156,11577.965,0,19510.861,0,0,0,5435.288,0,0,0
3232,378.7209825,12.063024,9999.207,36659.836,0,24195.621,17459.162,107768.7,31414.768,69658.055,0,0,0,9642.821,12783.168,16752.195,27385.293
3233,572.2620334,12.071735,0,2058.7998,0,0,0,11309.771,0,3866.778,0,0,0,0,0,0,0
3234,172.1697569,12.156991,23789.17,25671.28,14987.697,57435.46,30059.238,21018.543,9045.252,20251.084,15834.456,25191.963,27177.861,25842.043,17723.393,28962.031,17647.223
3235,796.440738,12.284204,7008.617,3020.7834,0,4461.0557,6818.577,5048.101,4624.4326,21470.217,0,0,2349.2705,7394.1504,2420.7427,0,4182.4536
3236,378.2198884,12.066737,116234.56,187823.86,33827.367,133660.33,145628.2,643986.25,164123.67,266484.5,22907.469,14686.944,67601.31,63124.6,54949.09,195240.03,122639.484
3237,377.7188005,12.081337,314717.53,806102.2,85181.62,358091.06,318129.72,992805.75,318253.8,238017.73,37960.19,87692.69,176014.67,99703.914,140370.8,64403.43,289095.97
3238,412.7396722,12.288872,0,16681.355,0,8435.116,0,47470.242,9465.619,75586.18,16407.742,12904.479,26227.94,7345.697,48273.168,0,38640.18
3239,288.2902234,12.139467,46622.812,45035.75,96060.234,20352.867,26834.36,47084.883,52472.504,34011.832,189398.95,160967.5,109824.4,186419.77,53224.934,26873.275,101569.38
3240,370.710885,12.081439,54750.516,84567.98,17248.72,36222.574,168241.22,152356.31,97834.38,71582.44,0,0,3014.422,85102.17,29149.82,48500.47,17657.756
3241,351.2149554,12.260012,62529.46,14858.01,58660.535,13439.68,17623.117,13614.374,5171.805,9930.741,5319.207,7683.349,12220.251,12231.598,20857.371,13706.924,17226.564
3242,554.3134637,12.060218,0,27786.254,0,5893.5557,2871.259,12498.688,16285.89,15200.559,0,0,0,1792.4596,0,0,4332.4395
3243,636.3193357,12.063761,3532.4316,26676.932,0,0,10520.637,22676.775,37744.44,20822.361,0,0,0,9933.891,0,10183.631,11751.6045
3244,295.2272843,12.029184,15340.221,14932.645,17016.982,7325.793,13178,20649.76,39605.26,19145.867,9067.212,12438.896,5588.435,30287.072,20499.7,35946.04,9458.048
3245,810.4567087,12.121355,1751.7607,165424.12,0,26746.773,2949.557,75777,13829.816,80701.2,6834.023,2086.225,22887.355,3108.2314,11146.333,0,44500.797
3246,776.4123002,12.08612,31530.121,24086.996,5263.1025,0,26723.66,36260.38,9894.654,57842.855,7231.869,10881.515,19764.22,20999.85,13161.2295,31919.553,51609.74
3247,370.7109028,12.098812,114251.27,25315.896,53781.008,69433.75,72618.336,18103.629,24124.34,18292.531,0,0,3014.422,12504.784,21793.15,55732.695,57025.53
3248,824.4724779,12.213546,0,23038.396,0,8746.012,0,15711.79,10220.895,10196.622,4679.2305,11145.54,11013.133,4508.6445,25191.732,0,75832.41
3249,404.7422491,11.995271,0,8596.1045,0,8585.864,4092.2864,7310.6064,8207.544,20275.113,0,0,0,2778.3877,2665.1406,0,6952.425
3250,412.7397198,12.191051,0,57599.117,1486.7355,14416.928,0,65272.43,10267.784,85735.195,16538.29,20629.945,45612.434,7345.697,60294.39,0,89436.91
3251,405.7318788,12.121681,0,36678.586,0,96905.414,0,158312.23,83418.27,383332.12,4700.959,1564.0798,7420.9775,1485.4213,19667.916,0,55645.08
3252,568.3856556,12.218856,0,0,0,0,0,0,0,0,17947.299,152977.08,1883.1328,9570.514,0,0,2949.248
3253,277.1803326,12.122786,0,0,1571.3995,0,0,1895.2546,4863.931,0,0,1520.5907,0,0,0,0,0
3254,752.4353633,12.127829,0,74914.47,0,41315.293,22473.84,27874.686,62786.22,14361.803,0,0,0,36516.51,5363.5073,37981.234,33352.656
3255,362.3277166,12.139548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3256,810.456658,12.14067,1751.7607,25687.127,0,14612.408,2949.557,22403.19,36447.594,167053.48,6834.023,2086.225,22887.355,3108.2314,48454.71,0,46153.613
3257,405.7315685,12.14438,0,52438.52,0,50208.996,0,28995.63,20388.092,72306.23,4700.959,1564.0798,7420.9775,1485.4213,11001.353,0,37743.305
3258,383.718409,12.249386,9614.838,2410.1406,0,0,3884.9822,0,1770.308,25055.545,0,0,0,15231.789,0,7184.644,0
3259,376.7222282,12.11942,3949.3936,32531.066,0,17145.316,10020.851,14358.645,18108.908,23035.535,0,0,0,10487.538,4558.0396,6052.958,13945.481
3260,495.2863968,12.197447,0,0,0,0,0,0,0,20476.684,0,0,0,0,79182.984,0,24102.955
3261,756.4355143,12.079991,0,73783.59,2420.9578,0,44969.72,39865.176,101782.61,38873.957,0,0,4601.2656,19226.691,8982.838,34592.99,57802.12
3262,405.7306813,12.143561,0,61304.688,0,18427.346,0,55935.96,20388.092,10076.424,4700.959,1564.0798,7420.9775,1485.4213,17267.852,0,12706.796
3263,377.7187652,12.1353245,343375.28,1113775.9,144815.17,769450.5,443341.97,303155.22,181959.27,1034129.94,41116.707,28505.203,183826.31,185020.23,127116.27,341716.44,518435.88
3264,249.1853316,12.2723,29564.105,0,9307.748,0,17582.691,0,0,0,0,0,0,5922.9883,0,69642.86,0
3265,409.1629441,12.015578,92353.37,103265.13,280781.38,177585.23,88505.5,96033.25,106932.66,123828.414,274097.4,130665.586,223932.45,147393.72,101515.836,144174.05,125925.51
3266,776.4124815,12.089817,0,0,5263.1025,0,26723.66,42448.28,9894.654,57842.855,7231.869,10881.515,19764.22,20999.85,13161.2295,45910.57,51609.74
3267,518.3251012,12.194246,13206.03,30411.426,14280.755,32547.646,43398.28,37725.86,34831.445,28926.076,22248.623,9175.162,0,54115.2,9492.193,11646.723,22794.408
3268,172.1697456,12.160762,29866.445,51273.582,32565.656,59702.082,35520.203,50159.156,32733.783,27489.63,37378.88,40939.363,43759.6,27661.738,45718.402,43850.312,33228.137
3269,454.7676594,12.161887,0,0,0,0,0,0,0,21550.96,0,0,0,0,0,0,0
3270,740.4147238,12.131327,146488.64,56986.535,46655.18,91174.836,177438.4,29322.963,26613.271,76067.63,9696.355,4580.7046,9517.533,54894.383,17718.549,107497.91,0
3271,377.7187196,12.154518,178022.11,221659.28,50893.324,358091.06,183888.7,1566355.5,1247591.8,179194.58,127640.36,95226.96,54301.395,557627.7,321478.72,466680.5,201320.73
3272,811.45983,12.169019,0,70170.4,0,3672.1758,0,20255.252,4007.957,23874.201,0,0,2368.4966,0,3999.0024,0,14484.1455
3273,826.4874373,12.151133,0,4065.4856,0,0,6366.55,7563.9053,4047.33,0,0,1496.7947,2957.128,8242.11,25146.271,0,18781.498
3274,536.3358867,12.192361,22961.791,31151.3,29390.264,42153.586,54331.96,44138.504,57869.645,42591.848,24847.445,15548.71,12833.582,64965.094,21398.91,8605.881,21366.531
3275,776.4121785,12.146868,40393.18,89095.94,5263.1025,0,29172.027,28395.258,9894.654,36867.2,7231.869,10881.515,42121.16,30919.867,34533.8,72438.68,39062.117
3276,412.7392939,12.304859,0,55545.082,1486.7355,14416.928,0,60285.023,17387.514,46617.695,16481.39,22984.137,58231.023,7345.697,23157.057,0,27490.07
3277,741.418033,12.0577545,28131.197,14912.938,10418.792,8903.185,71425.31,40957.414,36800.297,21078.92,0,0,0,24820.984,5228.0835,18114.445,12175.422
3278,411.7499061,12.048176,0,25221.768,0,25408.135,0,23694,33324.02,42390.97,0,0,0,0,0,0,0
3279,824.4723516,12.243466,0,42906.016,0,8746.012,0,91794.984,11400.529,76392.17,10730.661,7823.764,55861.832,4210.9897,16503.527,0,22720.75
3280,536.3358348,12.348069,60674.54,36549.91,28735.465,47296.684,102964.67,101100.52,42319.5,67794.17,26749.31,32734.43,27670.29,14060.106,52590.72,48365.637,9982.054
3281,752.4349533,12.094677,0,18333.352,0,0,19794.42,40729.332,15715.254,35244.04,0,0,0,10178.256,5363.5073,12051.942,9927.849
3282,740.414718,12.130276,83801.66,38105.203,44429.895,20139.91,60534.535,14400.661,109124.31,91393.33,9696.355,4580.7046,9517.533,86037.89,24038.975,20175.61,37867.77
3283,383.7184038,12.255597,9614.838,2410.1406,0,0,7148.892,0,1770.308,5372.448,0,0,0,15231.789,0,7184.644,0
3284,739.4926235,12.349556,16018.682,39167.85,6227.4185,33887,0,114558.06,21708.516,48008.67,0,0,1697.4437,8472.295,11013.506,0,5800.9736
3285,754.4302955,12.102279,0,375863.7,26135.387,0,464379.97,768976.9,248191.88,549787.06,45020.414,66637.7,94181.66,197177.05,88075.91,259905.03,434062.47
3286,295.2273075,12.105299,18538.42,12053.029,8353.024,10873.58,32978.89,13543.023,4810.053,11019.557,6924.2627,4343.4326,1639.4512,18473.195,12854.646,46420.16,6559.2954
3287,401.7186984,12.192451,0,0,0,0,2410.7766,3536.725,1616.2633,25779.256,0,0,0,3001.2634,0,0,0
3288,404.7421652,12.097168,0,4200.241,0,4129.3955,4092.2864,7443.296,1676.6476,7455.2744,0,0,0,2778.3877,2665.1406,0,9413.779
3289,479.749879,12.218481,10487.586,0,0,0,0,0,0,0,0,0,0,0,0,44505.453,0
3290,546.7792526,12.212095,0,0,0,0,0,0,0,0,0,0,0,0,0,107716.15,0
3291,768.4074134,12.196702,4133.757,0,0,0,0,0,0,0,0,0,0,2506.5286,0,16960.014,0
3292,790.383968,12.021506,0,0,0,0,0,0,0,0,0,0,0,0,0,15930.965,0
3293,916.4827888,12.363538,7719.4883,0,0,0,0,0,0,0,0,0,0,0,0,9703.183,0
3294,755.432984,12.083621,0,163784.62,11057.221,93529.46,215961.05,118221.86,108461.83,241909.44,21882.33,26764.75,21385.033,85081.87,38771.36,113257.32,148677.88
3295,249.1853149,12.3270235,14955.778,0,9307.748,0,6780.4355,0,0,0,0,0,0,5922.9883,0,54837.574,0
3296,267.1958457,12.326718,10525.605,0,7160.635,0,14261.039,0,0,0,0,0,0,16719.531,0,75055.17,0
3297,285.2065308,12.325961,12878.34,0,10347.925,0,19149.994,0,1800.7533,0,0,0,0,19623.346,0,103051.82,0
3298,293.2115669,12.263011,50415.582,27545.654,49773.066,47983.945,22214.873,13138.997,18989.135,7846.577,9920.735,7850.8926,26063.309,28484.398,12163.951,56363.24,38705.64
3299,762.3961154,12.103765,10115.793,0,0,0,7447.5767,0,0,0,0,0,0,5317.962,0,3479.2456,0
3300,766.4297194,12.247339,12181.633,5303.659,0,3379.1511,25695.57,11577.965,0,11355.301,0,0,0,13008.116,0,0,1785.4987
3301,370.710857,12.049741,31077.637,28539.363,25913.346,33284.24,31099.414,17213.793,54988.66,40248.46,2211.969,0,3014.422,34448.418,14550.575,14746.826,9347.328
3302,293.211555,12.243247,49182.195,32251.344,49773.066,75770.016,62213.277,43261.383,43227.586,15237.435,19534.414,7850.8926,26063.309,17566.465,16236.162,56276.54,9734.829
3303,766.4303444,12.244571,24772.104,14774.458,0,3379.1511,21339.11,11577.965,0,29220.809,0,0,0,16464.154,0,9348.356,1785.4987
3304,568.3856629,12.230154,0,0,0,0,0,0,0,0,44277.543,171510.1,1883.1328,9570.514,0,0,2949.248
