row ID,row m/z,row retention time,6p.mzML Peak area,7p.mzML Peak area,1p.mzML Peak area,4p.mzML Peak area,5p.mzML Peak area,3p.mzML Peak area,2p.mzML Peak area,9p.mzML Peak area,11p.mzML Peak area,8p.mzML Peak area,12p.mzML Peak area,15p.mzML Peak area,10p.mzML Peak area,14p.mzML Peak area,13p.mzML Peak area,18p.mzML Peak area,16p.mzML Peak area,20p.mzML Peak area,17p.mzML Peak area,19p.mzML Peak area
,,,DSM43815,DSM43815,DSM43168,DSM43168,DSM43168,DSM43168,DSM43168,DSM43815,2M254,DSM43815,2M254,2M254,DSM43815,2M254,2M254,CT,CT,CT,CT,CT
1,281.182113,0.75395966,0,0,0,0,0,0,21446.826,0,0,0,0,54323.6,123755.82,0,105117.914,0,0,0,0,0
2,309.1665754,0.6680104,0,4088.4512,0,0,0,0,0,0,0,0,0,0,47269.215,0,0,103348.41,163705.66,114399.08,150538.95,132817.88
3,291.1560755,0.6689411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17606.676,31347.652,20131.71,24684.893,22802.79
4,471.219977,0.66902214,0,0,0,0,0,0,0,0,0,0,0,0,34330.117,0,0,36410.824,74424.016,38825.465,76596.016,59812.84
5,180.086793,0.679613,0,0,0,0,0,0,0,3945.164,7617.725,11010.313,14780.072,22298.346,16618.953,14970.58,21791.95,0,0,0,0,0
6,338.1615523,0.7314825,0,29966.45,0,0,0,0,0,12921.123,0,0,0,0,407454.03,0,0,23441.457,52277.836,27543.926,45816.93,30940.588
7,318.1306349,0.6761414,0,4463.5464,0,0,0,0,0,0,0,0,0,0,146271.08,0,0,157936.89,249919.31,149338.88,221319.92,183331.6
8,319.1620309,0.691429,0,15394.017,0,0,0,0,0,0,0,0,0,0,24778.914,0,0,79830.05,95067.44,103926.875,92995.23,107993.78
9,337.172587,0.6839896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226409.5,375195.44,264959,345874.53,332717.88
10,175.1191467,0.6906519,0,0,43817.04,29749.938,0,25812.434,29128.102,0,0,20855.312,0,28012.459,0,10649.915,17890.492,228954.9,272973.78,234535.53,239422.77,212954.06
11,162.0762786,0.7086583,0,0,11453.336,9667.031,16974.139,10432.582,16405.814,0,0,0,4237.249,11347.795,99928.29,4391.8413,11813.049,0,0,0,0,0
12,254.1219782,0.68623173,0,0,0,0,0,0,0,0,0,0,0,0,117309.31,0,0,0,0,0,0,0
13,306.1192107,0.6871095,0,0,0,0,0,0,0,0,0,0,0,0,272547.3,0,0,0,0,0,0,0
14,309.1665207,0.6691461,0,4088.4512,0,0,0,0,0,0,0,0,0,0,29429.969,0,0,113107.11,174378.06,120769.305,158490.61,139474.44
15,324.1296768,0.6947826,0,0,0,0,0,0,0,0,0,0,0,4506.5576,237703.27,0,0,0,0,0,0,0
16,343.1339428,0.7156887,0,0,0,0,0,0,0,0,0,0,0,0,328178.8,0,0,0,14388.509,10504.4375,12840.932,9741.615
17,486.18214,0.68623173,0,0,0,0,0,0,0,0,0,0,0,0,49369.047,0,0,0,0,0,0,0
18,504.1937495,0.6815289,0,23414.791,0,0,0,0,0,6667.372,0,0,0,0,405859.12,0,0,0,0,0,0,0
19,220.1101143,0.720301,0,9933.996,5077.793,0,0,0,0,18852.762,0,18561.768,0,0,76618.195,0,0,0,0,0,0,0
20,236.0800643,0.68854314,97747.44,171367.17,214830.98,124614.7,127974.14,128716.516,261953.1,257717.42,86760.914,278177.75,87375.03,74382.7,27145.668,72355.02,82207.16,0,0,0,0,0
21,154.1339847,0.689002,43486.004,85571.81,107031.96,51928.06,56998.97,60420.465,110004.29,135719.31,31569.506,157900.98,31149.867,26773.092,27157.2,27766.436,25403.121,0,0,0,0,0
22,199.1198485,0.73212177,0,15355.022,17335.438,4477.1294,0,7686.009,21330.756,25905.408,0,27636.889,0,8841.744,9321.08,0,0,0,0,0,0,11430.532
23,198.124085,0.6895153,98749.414,203371.83,218993.89,108844.66,133513.05,138283.47,237379.77,311483.38,73822.02,339685.22,68318.586,65516.215,64230.504,64809.086,57196.363,0,0,0,0,0
24,266.1603054,0.68793947,0,14126.424,19997.555,13065.503,0,14450.41,24266.682,14799.362,0,15485.575,0,0,28949,0,0,7881.875,12899.336,0,13073.854,0
25,504.1937371,0.6877263,0,19874.846,0,0,0,0,0,6667.372,0,0,0,0,72875.78,0,0,0,0,0,0,0
26,342.1403023,0.6925976,0,37249.434,8966.693,8624.346,14353.347,11971.615,11984.889,11275.889,16251.055,11769.567,34678.457,49749.523,2495935.5,32348.367,51073.984,66834.336,151744.73,65008.27,140373.23,78446.29
27,380.0964159,0.7006628,0,6056.65,0,0,0,0,0,0,0,0,8954.203,13123.152,154557.64,4938.3574,17779.42,19482.242,49194.516,8457.836,39688.457,14490.852
28,300.1331549,0.76867163,0,29750.357,0,15945.801,0,8170.382,94146.234,33253.49,0,20250.541,39157.99,53166.24,0,0,0,36931.81,47127.426,29708.965,42441.44,42432.504
29,443.2238804,0.7064726,0,0,0,0,0,0,0,0,0,0,0,0,102218.69,0,0,0,0,0,0,0
30,705.1870851,0.7230409,62255.555,107923.46,212677.48,87731.61,99865.805,113092.08,178840.02,82048.81,33698.703,120182.86,63532.297,62422.867,23570.244,59677.79,92020.22,55973.457,103050.836,49370.82,76363.46,66316.234
31,266.1241429,0.72708905,0,73202.56,0,0,0,0,0,23936.543,0,0,0,0,369601.72,0,0,66174.73,100185.55,67169.89,101156.21,79138.15
32,544.1367685,0.7321286,183125.98,108159.46,201964.78,105850.26,113618.664,131063.07,237575.98,133857.17,94335.9,157644.2,132978.88,131940.42,34477.02,128720.42,139637.25,107793.414,193387.75,68273.51,155853.34,99999.26
33,223.0640909,0.6007336,121286.58,114087.02,26511.305,133606.95,113550.625,29785.355,107236.94,20959.76,111088.63,0,113831.47,110844.63,109739.7,115972.35,112535.15,113249.414,125256.48,130625.79,87398.43,142373.44
34,189.1237134,0.7360324,145529.9,193954.53,84021.12,76806.664,107342.51,89941.81,113266.43,278779.7,48329.484,360788.12,62105.645,80762.6,200727.12,106453.63,77362.945,0,0,0,0,0
35,259.0939328,0.7373695,0,0,0,0,0,0,0,0,0,0,0,0,21644.418,0,0,87588.03,124883.484,87114.266,131237.3,119215.09
36,229.1298393,0.72816885,0,18019.25,19220.588,15312.045,0,15655.52,33048.957,11833.273,0,18155.904,5865.324,13258.513,0,11035.258,0,7150.6465,10389.413,0,0,0
37,250.0931135,0.7421006,0,9998.824,0,0,17536.973,0,19975.82,9730.929,0,0,9706.504,13738.377,70810.586,13149.376,0,182151.38,249027.7,173150.92,267490.16,219138.4
38,381.0805092,0.7362859,422418.72,520295.5,564654.2,307966.62,498746,374542.72,803920.3,510202.78,253828.48,362052.3,229675.66,314836.72,123154.984,260358.16,280589.97,103697.59,195372.27,0,175520.9,0
39,543.1336738,0.7355897,882646.1,516965.34,1003957.3,507338.72,583437.25,612393.06,1196775.5,647110.6,450594.22,789332.06,648327.9,660485.4,167123.58,645885.9,695178.1,525705.4,919441.8,346813.28,743912.8,482972.6
40,248.114112,0.73759043,0,26756.61,0,0,0,0,10435.8545,0,0,0,0,0,344983.28,0,0,25998.725,37961.773,37088.805,40372.695,48561.617
41,234.0978768,0.7429703,0,38589.285,0,8490.283,0,0,9399.91,22076.727,0,0,0,0,1780788.4,0,0,720930,1027687.2,643387.44,383320.62,935518.1
42,506.2030622,0.7470586,0,0,0,0,0,0,0,0,0,0,0,0,71626.98,0,0,0,0,0,0,0
43,527.1595563,0.73324406,301254.75,167146.72,198923.3,150552.23,142125.27,179299.98,218184.89,196648.08,202437.34,210305.08,216583.61,189057.36,182116.33,205290.98,214552.56,390862.56,497494.12,320262.47,449584.97,352174.56
44,264.1083626,0.74729896,0,20456.217,0,0,0,0,0,16051.975,0,0,0,0,132052.06,0,0,442078.25,558446.5,322368.25,593021.7,465786.25
45,338.150357,0.83864,0,151219.27,196154.7,272668.06,176057.55,288018.34,111160.24,258988.36,412005.72,378706.28,344438.28,505614.22,572952.5,336294.9,0,28927.736,75875.69,36770.86,70546.84,47696.8
46,278.1605566,0.771619,0,0,0,0,0,0,0,0,0,0,0,0,1283269.9,0,0,20711.863,19654.832,0,45414.57,135802
47,442.1924888,0.7668578,0,0,0,0,0,0,0,0,0,0,0,0,198742.89,0,0,0,0,0,0,0
48,268.1047122,0.7902279,0,19826.734,167316.02,73733.12,429258.16,58869.055,207397.23,33898.92,70781.42,75890.914,24214.363,119881.64,0,64039.543,76360.81,365399.72,540662.2,1134144.8,683583.3,0
49,280.1397732,0.78694355,0,30907.434,0,0,0,0,0,12634.871,0,0,0,9867.58,757316.94,0,0,689818.06,1161221.5,0,1380968,0
50,365.1063888,0.7433426,263596.53,287555.22,211195.67,180410.86,211463.34,199378.12,252906.78,264342.84,224216.6,177411.75,165072.23,186338.64,235529.89,112487.41,183903.42,127535.09,174563.48,0,170614.36,0
51,472.1923372,0.75807863,39843.027,139691.64,316818.94,262414.12,332101.06,290468.72,83559.58,205647.9,254330.48,212667.23,271056.8,356531.84,0,343441.88,246318.2,0,0,0,0,0
52,156.1385753,0.77378416,0,0,0,0,0,0,9931.53,0,0,0,0,0,104671.87,0,0,0,0,0,0,0
53,276.1457203,0.778002,0,0,0,0,0,0,14031.024,0,0,0,0,0,733061.06,0,0,0,951587.3,3900736.2,1472802.6,5494344.5
54,307.6408382,0.778722,697085.7,49537.258,243415.38,264153.53,1241293.4,142164.58,491228.56,146559.33,747848.7,74811.375,154710.16,440810.38,95871.82,0,2239804.2,0,0,0,0,0
55,328.1404985,0.77886796,0,0,0,0,0,0,0,0,0,0,0,0,161569.73,0,0,0,116090.2,501134.28,199075.5,761330.94
56,388.6676292,0.7765811,0,0,0,0,0,0,0,0,0,0,0,0,125928.97,0,0,0,0,0,0,0
57,776.3284695,0.77840894,0,0,0,0,0,0,9684.557,0,0,0,0,0,660836.56,0,0,0,0,0,0,0
58,258.1109144,0.76142985,0,0,0,0,0,0,0,0,0,0,0,0,74633.4,0,0,102878.234,126837.664,497821.03,208921.38,588662.6
59,268.1047696,0.7958264,0,0,163364.17,128924.41,0,58869.055,204488.64,93094.484,70781.42,75890.914,0,119881.64,0,64039.543,0,365399.72,595192.94,338147.94,0,0
60,310.1193725,0.77223426,0,87224.5,0,0,0,0,0,36882.664,14024.727,0,0,0,471787.72,0,0,268926.97,476601.38,783548.75,587048.56,1120012.5
61,278.1239773,0.7874923,0,0,0,0,0,0,0,0,0,0,0,0,50489.035,0,0,0,37272.21,0,0,48158.336
62,325.113873,0.75064737,57716.406,32503.184,29734.58,35148.824,25796.053,37307.293,20419.203,51972.332,70560.56,24196.389,79951.73,51364.156,119242.96,66207.04,55542.64,65342.83,76173.945,54904.633,66924.86,52264.305
63,600.2595451,0.7787048,1048074.94,1258724.6,74852.586,104924.84,818036.3,340171.84,181552.33,263409.78,0,72086.55,0,333478.9,275068,382873.22,1686237,0,0,0,0,0
64,261.1453203,0.79556686,87609.87,19489.945,71847.5,66063.85,0,21031.79,118062.27,24588.193,71613.34,9289.784,50323.324,193219.2,23626.473,0,113248.93,0,0,0,0,0
65,473.1993568,0.75710744,53034.586,169426.31,455906.94,502794.44,646500.2,506399.75,132365.62,362527.22,354187.56,378197.06,367339.62,554526,0,516550.03,384652.3,0,0,0,0,0
66,652.2314107,0.7468837,100783.57,243934.23,387089.78,456003.7,383372.56,394158.28,360214.78,284974.1,439158.8,367555.75,521747.56,657371.94,54320.06,80405.1,601320.75,142942,211113.8,154000.19,181064.31,135337.16
67,344.1358322,0.88475716,0,0,0,0,0,0,0,0,0,0,0,0,136395.7,0,0,89724.34,127354.5,0,131608.33,0
68,294.1544728,0.7823519,0,0,0,0,0,0,21731.73,15755.563,0,0,0,0,476500.75,0,0,0,673866,2448211.5,962101.56,3491342.5
69,652.2314467,0.7664574,100783.57,243934.23,387089.78,50488.04,383372.56,394158.28,358901.1,284974.1,69756.61,367555.75,521747.56,153608.44,54320.06,537773.1,114239.72,142942,211113.8,154000.19,181064.31,135337.16
70,281.0526883,1.0037078,18516.965,17716.887,18622.117,22210.035,27216.068,17609.12,19784.096,22422.824,17489.986,25115.818,18258.742,0,37050.54,21962.986,19677.512,20815.455,24025.562,21951.074,23936.543,23131.05
71,527.1595847,0.7646858,301254.75,36961.25,198923.3,150552.23,142125.27,179299.98,218184.89,196648.08,37165.434,210305.08,216583.61,183176.11,163192.25,200068.97,42989.117,390862.56,497494.12,148705.28,449584.97,157370.16
72,279.0983306,0.8124171,0,0,0,0,0,0,0,0,0,0,78365.58,58503.566,0,0,122591.53,0,0,0,0,0
73,174.0764076,0.7811423,10478.258,12303.137,0,0,26082.074,0,10915.287,0,40008.1,0,76633.83,111518.41,0,40261.74,0,0,0,0,0,0
74,250.0931189,0.7459938,0,9998.824,0,0,17536.973,0,19975.82,9730.929,0,0,9706.504,13738.377,70810.586,13149.376,0,182151.38,249027.7,173150.92,267490.16,52465.945
75,258.1109089,0.74469405,0,0,0,0,0,0,0,0,0,0,0,0,304705.22,0,0,519877.53,677084.56,497821.03,620634.94,102373.47
76,328.1072569,0.78839284,0,0,0,0,0,0,0,0,0,8580.089,0,0,108738.8,0,0,84095.31,126847.57,267331.28,203635.44,107356.93
77,264.1082611,0.7747037,0,20456.217,0,0,0,0,0,16051.975,0,0,0,0,50770.85,0,0,126620.875,178069.16,118779.01,265526.38,146077.75
78,188.0920341,0.94349265,0,22996.572,41979.203,34380.457,309862.06,21314.93,26253.01,49321.727,133415.31,42411.406,58462.258,98387.17,96459.836,68355.02,0,20508.441,30708.107,0,100834.7,85034.5
79,613.2431349,0.81833416,0,0,0,0,0,0,0,0,50963.906,0,54137.96,0,0,0,28299.727,0,0,0,0,0
80,216.1237114,0.88167083,0,0,0,0,0,0,0,0,0,0,0,0,65253.426,0,0,11066.359,44205.395,0,59845.88,0
81,234.1343539,0.84252423,0,0,0,0,0,0,0,0,0,0,0,0,29811.748,0,0,9845.273,37827.414,0,53716.305,0
82,244.1214528,0.85168993,0,0,0,0,0,0,0,0,0,0,0,0,53348.824,24710.791,0,18922.428,89751.96,0,110495.97,0
83,360.1509758,0.7568226,25769.824,32549.572,17072.268,18146.57,13873.455,20911.152,12139.027,22951.252,44429.43,16327.736,36328.383,49152.094,35722.125,30191.344,20720.496,0,0,0,0,0
84,282.1142323,0.7890459,0,27171.703,0,15034.959,74577.39,12223.442,95284.22,37711.09,0,21249.21,40777.504,48461.234,31148.52,0,0,68420.125,109900.23,193726.95,342469.5,87317.31
85,234.0978794,0.783895,0,38589.285,0,8490.283,0,0,9399.91,22076.727,0,0,0,0,582283.56,0,0,162387.75,235081.9,164011.19,1037386.1,201177.14
86,310.1193524,0.7594152,0,219656.19,0,0,0,0,0,91281.47,14024.727,0,0,0,0,0,0,77891.195,476601.38,783548.75,216442.48,1249425.8
87,472.1923871,0.79458344,39843.027,139691.64,59379.348,41713.06,71167.63,64367.934,413386.72,38531.242,43217.953,212667.23,271056.8,80609.06,0,52336.332,40532.613,0,0,0,0,0
88,473.1996145,0.8048441,53034.586,169426.31,72197.78,92544.42,146751.2,93028.39,681472.25,67381.42,78517.055,81381.88,58021.094,152645.25,0,90392.016,71648.56,0,0,0,0,0
89,159.0765785,0.7410197,13662.25,78853.85,17820.55,19780.105,16493.39,20203.047,17365.46,68642.13,0,53551.355,10961.773,19473.959,48282.715,18209.697,16338.064,9277.894,13852.217,0,11345.03,0
90,216.0872606,0.7461725,0,0,0,0,0,0,0,0,0,0,0,0,79177.89,0,0,105755.29,152280.34,89956.23,149645.36,137732.33
91,248.1141078,0.7420721,0,26756.61,0,0,0,0,10435.8545,0,0,0,0,0,107693.75,0,0,25998.725,37961.773,37088.805,40372.695,56460.41
92,252.1087017,0.7858313,0,0,41394.414,23468.324,20331.68,0,0,0,0,0,0,0,65773.49,0,0,73815.625,109369.72,64979.51,106899.75,95988.555
93,318.0890968,0.8178246,14292.531,0,0,0,0,0,0,0,0,0,0,0,35304.004,0,0,0,0,0,0,0
94,320.1487908,0.7399148,0,25733.723,0,0,0,0,0,0,0,0,0,0,65005.914,0,0,0,0,9268.686,0,0
95,342.1403068,0.69793946,0,27660.719,8966.693,8624.346,14353.347,11971.615,14229.58,11275.889,16251.055,11769.567,34678.457,53966.758,252522.89,35614.28,56518.65,66834.336,114764.95,65008.27,102769.305,58563.76
96,395.1669763,0.8134573,30547.52,0,0,0,141518.22,0,104329.19,149744.08,0,133264.4,51757.25,130343.305,0,115164.31,66008.63,0,0,0,0,0
97,292.1035156,0.78349274,0,102469.734,8833.281,0,0,0,0,45039.86,15616.479,0,0,0,169751.56,0,0,103796.47,274177.38,134657.2,216160.38,141500.56
98,262.1295784,0.87243474,0,18272.904,0,0,0,0,23614.033,20402.46,0,0,0,0,1216374.5,0,0,1580228.2,2157046,0,2523699.2,0
99,152.0599576,0.95598525,0,17753.965,18148.748,56361.08,0,42783.85,72183.95,27097.793,0,36936.492,12026.09,12520.517,17371.588,13749.369,0,26811.383,32571.834,0,36946.87,0
100,365.1063445,0.80813855,93224.18,164162.23,55716.355,71833.33,74340.86,199378.12,88346.04,85368.5,124476.72,46177.062,91360.98,186338.64,364450.1,168479.84,95381.14,103157.4,174563.48,90668.1,170614.36,0
101,171.0680314,0.9393395,0,57324.766,31233.754,38340.336,0,41862.07,174322.39,52721.26,0,51991.547,81133.6,139138.12,45497.277,60517.36,0,50633.402,33171.508,25816.268,29181.096,28421.037
102,377.1564955,0.8283808,0,47023.523,54170.684,52394.176,82801.6,80563.87,58956.285,79796.266,34216.23,103441.2,0,41462.86,0,0,35020.6,0,0,0,0,0
103,316.162437,0.80554014,0,501692.97,0,320898.34,0,239732.22,1327657.5,583105.2,0,367357.22,674194.56,933474.75,303060.8,403337.38,0,0,0,0,0,0
104,286.1227256,0.79834914,0,0,0,0,0,10143.26,920816.6,812586.4,141495.52,106729.79,338675.03,0,516604.66,407693.34,0,0,0,0,0,0
105,280.1397383,0.8550449,0,30907.434,0,0,0,0,0,0,0,0,0,9867.58,746067.9,0,0,800877.1,1108972.1,0,1274617.6,0
106,614.2744944,0.7965237,3752544,4667743.5,1032030.6,1551673,1.05E+07,5156732.5,60078.664,944757.56,3301041.5,280589.47,530458.7,4190534.2,1375484.5,36183.61,2.01E+07,0,0,0,0,0
107,199.0640254,0.80183256,0,0,67817.69,117460.32,0,71246.5,293518.94,0,111336.4,46592.293,572001.4,0,0,92386.63,0,0,0,0,0,0
108,200.0447038,0.8290944,0,0,0,0,0,0,0,0,0,0,0,0,15912.66,0,0,45206.855,48271.227,49180.746,61725.91,47177.344
109,277.0960307,0.76440716,36062.15,49727.645,0,0,0,0,0,21512.953,0,0,0,0,263563.78,0,21407.66,66709.1,93801.56,69852.555,102132.68,96330.6
110,271.1404281,0.97284925,0,30966.248,65235.36,55609.03,0,66067.734,37287.13,59627.453,0,76355.42,50321.062,39444.387,18448.822,51241.43,0,0,0,0,0,0
111,263.1324496,0.9029986,0,0,0,0,0,0,0,0,0,0,0,0,137576.39,0,0,172128.22,258794.16,0,90116.4,0
112,315.0804134,0.9477809,0,30150.418,26886.896,53585.223,31971.727,60890.18,57951.65,0,44499.14,40486.11,53293,37010.414,0,51886.5,0,10219.772,0,9220.479,17064.328,11913.285
113,294.0041317,0.79206455,0,0,0,0,0,0,0,4539.791,0,0,0,0,0,0,0,34518.32,21237.203,33994.203,36893.39,26748.74
114,336.1238003,0.8200642,0,0,20738.406,0,0,23803.182,333488.38,0,0,0,0,0,35568.69,11226.82,0,0,0,0,0,0
115,367.1677908,0.7881228,0,0,28250.875,29960.979,0,22275.877,91668.414,0,0,13521.995,0,0,405239.47,0,0,44258.016,34000.96,0,67186.25,76784.39
116,269.1071428,1.0271567,24055.02,12969.983,85143.58,62016.54,52643.75,61525.285,53394.14,31711.672,8948.425,45771.79,10050.717,18029.32,0,19236.992,0,124189.58,48292.7,106731.66,154124.28,125421.43
117,354.1184452,0.8358509,24865.793,107766.734,11242.0205,36646.695,0,77667.27,399833.72,52753.504,0,90899.43,85280.82,126228.21,0,65013.562,0,0,0,0,0,0
118,205.9878413,0.9263858,0,0,0,0,0,0,0,0,0,0,0,0,18169.908,0,0,21603.936,38182.234,19559.508,23550.05,34332.367
119,268.1046005,0.9144656,210193.5,118383.305,116419.17,489147.4,103069.14,53190.03,76393.93,310787.16,69253.164,396504.16,106121.14,117036.88,46787.527,31878.037,87592.16,496090.16,1347479,922310.5,735475.6,1409894
120,209.060491,0.89232486,84003.07,33061.824,60634.645,58097.54,57865.258,57640.41,64604.02,50122.23,42689.938,59487.19,53577.074,27310.424,17977.592,34802.13,45833.62,27875.158,24145.74,22340.941,28969.742,21386.602
121,339.1482337,0.9893115,0,57422.48,10793.203,14640.59,33777.39,15642.554,14042.091,40611.49,41459.117,12959.178,36249.7,39771.805,73094.83,35495.543,0,0,0,0,0,0
122,171.0649646,0.90610874,67901.99,27159.117,53864.273,39408.92,100200.945,68997.48,41697.73,55635.906,55184.76,53631.168,48067.227,128975.375,32340.607,74940.24,49022.973,52810.06,50292.008,36128.402,44786.566,32743.725
123,338.1471488,0.8838634,169052.81,416656.75,157824.52,232464.81,305735.2,300024.84,119567.11,332828.6,314592,245139.75,409062.2,343322.72,572952.5,360175.9,251642.88,27104.72,39288.44,25204.512,39400.36,40180.203
124,212.0530884,1.0054487,7368.548,7867.1094,0,0,0,0,0,8733.098,0,0,0,0,27562.72,0,0,0,0,0,0,0
125,263.1324533,0.92682385,0,0,0,0,0,0,0,0,0,0,0,0,137576.39,0,0,60316.973,99276.08,0,311227.75,0
126,478.0635638,0.94020635,0,67121.484,80509.445,52627.9,86654.58,87689.87,98062.766,51672.94,21226.324,79453.52,78193.88,142931.58,0,72615.61,217651.75,0,0,0,0,0
127,299.1357262,0.8627745,0,65917.27,0,154979.95,0,113548.57,683801.2,340602.44,0,200969.38,79873.15,73548.164,165885.33,74256,0,0,0,0,0,0
128,348.0713281,0.9705393,0,32792.926,26426.87,5713.1245,21800.723,20219.953,39217.688,33453.605,4925.081,50175.9,17651.441,78085.87,0,34914.59,72529.67,0,0,0,0,0
129,177.9925933,0.97342765,112958.484,34144.32,86793.57,57568.152,62941.86,64451.56,77190.836,68386.21,71017.086,71978.48,82681.48,42799.04,36202.7,66494.58,69519.9,70676.516,73125.81,13773.563,60939.094,66438.73
130,299.1356126,0.922271,0,273720.12,23193.756,154979.95,69842.45,113548.57,67822.26,340602.44,38527.527,51038.82,381405.28,396675.06,165885.33,186857.11,53746.45,0,0,0,0,0
131,238.013973,0.9896476,68868.96,84104.71,96928.41,61515.723,73362.586,73756.21,45125,91954.01,93143.11,107352.06,101000.94,51191.406,52836.125,75921.67,88363.11,92163.25,95036.97,65464.38,96270.27,76595.39
132,339.1475329,1.0102967,0,25969.184,10793.203,14640.59,31724.402,15642.554,14042.091,39235.055,41459.117,12959.178,34339.8,39771.805,6602.169,37653.63,0,0,0,0,0,0
133,163.976927,0.9780809,26159.76,5775.714,19392.432,0,0,0,8760.104,0,16546.635,11046.537,14551.187,0,0,0,0,21952.87,20889.105,17550.4,18219.912,19533.385
134,262.1292929,1.0051321,0,35228.504,0,0,0,0,0,20402.46,0,0,0,0,483753.1,0,0,543789.6,775300,484505.6,784459.7,666798.9
135,286.1225794,0.9218005,12149.108,43558.84,0,0,74342.04,10143.26,46279.188,162758.78,0,46660.71,37948.38,75032.45,60299.895,15105.384,0,0,0,0,0,0
136,280.1396936,0.983916,0,9471.066,0,0,0,0,0,0,0,0,0,9867.58,292186.44,0,0,275418.22,416210,277359.6,300347.8,351201.88
137,338.1443805,1.0063293,144498.3,276606.53,124813.836,155389.67,280536.5,137549.47,230181.69,386500.66,241780.84,189624.48,279264.28,298139.16,149026.47,325352.22,220315.27,0,0,0,0,0
138,192.9798078,1.0121998,20090.521,12091.746,13002.023,3434.358,8298.846,8947.619,12242.072,14979.068,15630.036,14672.287,15298.78,0,0,9670.227,10753.468,11450.787,15673.97,3450.873,13991.518,9527.112
139,316.1624002,0.9658165,386844.6,114922.75,208109.45,320898.34,146527.92,239732.22,143060.58,170239.31,74042.11,101032.11,145520.78,137499.03,23103.875,136790.89,86929.69,0,0,0,0,0
140,299.0625627,1.0192239,187030.38,182853.11,145683.77,207721.2,180038.2,219001.92,142860.36,203421.52,179750.78,169053.34,230490.25,160779.3,252143.12,134248.38,174183.03,215557.86,272079.94,192065.2,179506.77,203668.9
141,223.0641585,1.0219887,103216.3,106395.17,107450.79,127632.69,138807.08,110743.9,81615.78,113347.01,112227.16,107130.73,123894.164,121327.39,101936.62,74263.91,101819.84,92612.2,141943.66,133599.55,134073.97,108072.18
142,355.0708397,1.0222902,64386.84,51973.54,36521.816,50958.72,46479.367,54636.65,35126.54,56128.47,48745.53,48667.91,63713.18,42597.477,49157.33,61766.848,60358.98,85244.016,43262.05,56595.336,42740.836,30039.37
143,371.1021353,1.0233481,63046.363,66392.65,68621.555,65835.02,74688.33,71986.484,49348.406,71433.72,73396.36,67989.53,90298.71,59329.387,66965.586,76081.16,67983.414,57289.754,91009.89,70273.15,59146.51,80219.875
144,225.0434634,1.0199041,11619.982,11287.969,11378.499,9661.522,13936.932,12481.727,5886.1294,13217.293,11275.906,12940.025,9709.969,9205.541,12242.762,6936.1304,9817.127,12145.921,14229.701,13299.872,8524.822,11371.562
145,238.0139736,0.9967307,154525.39,18311.434,96928.41,65161.78,76291.47,75877.086,86029.6,34645.19,96263.17,40249.33,151177.12,51191.406,52836.125,75921.67,91514.414,95561.516,98319.09,52931.562,71976.03,79858.92
146,297.0832533,1.0276088,77887.94,124693.18,58666.68,85858.44,101322.24,84389.81,56398.32,121866.125,89961.93,78572.9,166803.84,68999.53,119101.08,123108.09,159684.7,68606.87,112300.39,80435.555,69326.445,83082.53
147,281.0516987,1.0306122,17698.242,16733.363,22073.404,21249.615,26214.662,17609.12,28884.469,31689.627,13803.721,20896.898,22886.203,10885.957,28567.61,25596.688,14380.173,36759.082,42455.348,32856.953,27104.219,28141.477
148,171.0636252,1.0315561,95782.984,36429.91,30378.828,38340.336,38411.17,41862.07,51864.727,51685.49,51498.125,51991.547,62333.184,37041.008,15183.986,59688.125,65499.414,30024.516,29963.635,25816.268,26171.951,28421.037
149,278.6375201,1.0323787,0,10996.181,84521.26,61703.195,76765.77,90754.33,124827.945,14306.02,0,32692.883,0,0,0,10113.925,5491.5234,0,0,0,0,0
150,268.1046885,1.0342978,210193.5,118383.305,758835.2,543859,536370.7,463262.56,524246.38,314366.06,96010.07,466573.84,106121.14,191880.08,46787.527,204202.81,87592.16,1093172,1366473.8,978688.3,1384261.6,1013775.6
151,154.0500401,1.0351034,0,40331.402,29398.998,40187.047,141577.64,36503.54,78591.48,92536.125,48457.945,79706.91,99649.14,44526.133,13526.41,118123.125,46913.543,0,0,0,0,0
152,153.1275598,1.0444413,140483.94,64594.387,155924.19,46755.9,99086.03,103121.484,40623.62,174326.4,154239.61,138929.92,139831.45,107441.37,177405.3,67464.75,163860.62,84722.06,102144.78,85202.25,85637.71,15706.409
153,381.1880516,1.0330027,0,21664.43,0,0,0,0,0,0,0,0,0,0,1049730.8,0,0,0,0,10723.123,17044.379,13524.307
154,414.1571137,1.0343734,26253.47,35751.258,13444.74,0,11884.108,12316.6875,17134.615,37393.043,10911.08,32823.426,15923.883,37035.227,23724.46,51502.184,20978.602,0,0,0,0,0
155,156.1385335,1.0554452,0,0,13276.494,0,22774.014,0,21780.715,0,0,0,0,0,99569.445,0,0,0,0,0,0,0
156,177.9925958,0.9940314,121238.875,34144.32,86793.57,57568.152,62941.86,64451.56,77190.836,72340.11,75666.195,71978.48,82681.48,42799.04,36202.7,66494.58,74240.39,74693.68,77264.3,42542.45,60939.094,66438.73
